sprite;spawn_biome;dex_number;name;type;HP;attack;defense;special_attack;special_defense;speed;total
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png;Sem Spawn;192;Sunflora;Grass;75;75;55;105;85;30;425
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png;Sem Spawn;193;Yanma;Bug / Flying;65;65;45;75;45;95;390
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png;swamp;194;Wooper;Water / Terrestre;55;45;45;25;25;15;210
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png;Sem Spawn;195;Quagsire;Water / Terrestre;95;85;85;65;65;35;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png;Sem Spawn;196;Espeon;Psychic;65;65;60;130;95;110;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png;Sem Spawn;197;Umbreon;Dark;95;65;110;60;130;65;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png;Sem Spawn;198;Murkrow;Dark / Flying;60;85;42;85;42;91;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png;Sem Spawn;199;Slowking;Water / Psychic;95;75;80;100;110;30;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png;monster;200;Misdreavus;Ghost;60;60;60;85;85;85;435
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png;Sem Spawn;201;Unown;Psychic;48;72;48;72;48;48;336
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png;Sem Spawn;202;Wobbuffet;Psychic;190;33;58;33;58;33;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png;jungle;203;Girafarig;Normal / Psychic;70;80;65;90;65;85;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png;roofed;204;Pineco;Bug;50;65;90;35;35;15;290
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png;roofed;205;Forretress;Bug / Steel;75;90;140;60;60;40;465
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png;monster;206;Dunsparce;Normal;100;70;70;65;65;45;415
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png;plains;207;Gligar;Terrestre / Flying;65;75;105;35;65;85;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png;Sem Spawn;208;Steelix;Steel / Terrestre;75;85;200;55;65;30;510
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png;Sem Spawn;209;Snubbull;Fairy;60;80;50;40;40;30;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png;Sem Spawn;210;Granbull;Fairy;90;120;75;60;60;45;450
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png;Sem Spawn;211;Qwilfish;Water / Poison;65;95;85;55;55;85;440
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png;Sem Spawn;212;Scizor;Bug / Steel;70;130;100;55;80;65;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png;Sem Spawn;213;Shuckle;Bug / Rock;20;10;230;10;230;5;505
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png;forest;214;Heracross;Bug / Fighting;80;125;75;40;95;85;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png;frozen;215;Sneasel;Dark / Ice;55;95;55;35;75;115;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png;taiga;216;Teddiursa;Normal;60;80;50;50;50;40;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png;Sem Spawn;217;Ursaring;Normal;90;130;75;75;75;55;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png;Sem Spawn;218;Slugma;Fire;40;40;40;70;40;20;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png;Sem Spawn;219;Magcargo;Fire / Rock;60;50;120;90;80;30;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png;Sem Spawn;220;Swinub;Ice / Terrestre;50;50;40;30;30;50;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png;Sem Spawn;221;Piloswine;Ice / Terrestre;100;100;80;60;60;50;450
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png;Sem Spawn;222;Corsola;Water / Rock;65;55;95;65;95;35;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png;Sem Spawn;223;Remoraid;Water;35;65;35;65;35;65;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png;Sem Spawn;224;Octillery;Water;75;105;75;105;75;45;480
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png;ice_plains;225;Delibird;Ice / Flying;45;55;45;65;45;75;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png;Sem Spawn;226;Mantine;Water / Flying;85;40;70;80;140;70;485
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png;Sem Spawn;227;Skarmory;Steel / Flying;65;80;140;40;70;70;465
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png;Sem Spawn;228;Houndour;Dark / Fire;45;60;30;80;50;65;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png;Sem Spawn;229;Houndoom;Dark / Fire;75;90;50;110;80;95;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png;Sem Spawn;230;Kingdra;Water / Dragon;75;95;95;95;95;85;540
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png;Sem Spawn;231;Phanpy;Terrestre;90;60;60;40;40;40;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png;Sem Spawn;232;Donphan;Terrestre;90;120;120;60;60;50;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png;Sem Spawn;233;Porygon2;Normal;85;80;90;105;95;60;515
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png;ice_plains;234;Stantler;Normal;73;95;62;85;65;85;465
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png;Sem Spawn;235;Smeargle;Normal;55;20;35;20;45;75;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png;savanna;236;Tyrogue;Fighting;35;35;35;35;35;35;210
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png;savanna;237;Hitmontop;Fighting;50;95;95;35;110;70;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png;cherry_grove;238;Smoochum;Ice / Psychic;45;30;15;85;65;65;305
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png;Sem Spawn;239;Elekid;Electric;45;63;37;65;55;95;360
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png;mesa+desert;240;Magby;Fire;45;75;37;70;55;83;365
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png;plains;241;Miltank;Normal;95;80;105;40;70;100;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png;Sem Spawn;242;Blissey;Normal;255;10;10;75;135;55;540
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png;savanna;243;Raikou;Electric;90;85;75;115;100;115;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png;extreme_hills;244;Entei;Fire;115;115;85;90;75;100;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png;beach;245;Suicune;Water;100;75;115;90;115;85;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png;monster;246;Larvitar;Rock / Terrestre;50;64;50;45;50;41;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png;Sem Spawn;247;Pupitar;Rock / Terrestre;70;84;70;65;70;51;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png;Sem Spawn;248;Tyranitar;Rock / Dark;100;134;110;95;100;61;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png;Sem Spawn;249;Lugia;Psychic / Flying;106;90;130;90;154;110;680
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png;Sem Spawn;250;Ho-oh;Fire / Flying;106;130;90;110;154;90;680
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png;Sem Spawn;251;Celebi;Psychic / Grass;100;100;100;100;100;100;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png;jungle;252;Treecko;Grass;40;45;35;65;55;70;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png;forest;253;Grovyle;Grass;50;65;45;85;65;95;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png;forest;254;Sceptile;Grass;70;85;65;105;85;120;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png;mesa;255;Torchic;Fire;45;60;40;70;50;45;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png;Sem Spawn;256;Combusken;Fire / Fighting;60;85;60;85;60;55;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png;Sem Spawn;257;Blaziken;Fire / Fighting;80;120;70;110;70;80;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png;swamp;258;Mudkip;Water;50;70;50;50;50;40;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png;Sem Spawn;259;Marshtomp;Water / Terrestre;70;85;70;60;70;50;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png;Sem Spawn;260;Swampert;Water / Terrestre;100;110;90;85;90;60;535
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png;monster;261;Poochyena;Dark;35;55;35;30;30;35;220
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png;monster;262;Mightyena;Dark;70;90;70;60;60;70;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png;monster;263;Zigzagoon;Normal;38;30;41;30;41;60;240
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png;monster;264;Linoone;Normal;78;70;61;50;61;100;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png;forest;265;Wurmple;Bug;45;45;35;20;30;20;195
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png;forest;266;Silcoon;Bug;50;35;55;25;25;15;205
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png;forest;267;Beautifly;Bug / Flying;60;70;50;100;50;65;395
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png;forest;268;Cascoon;Bug;50;35;55;25;25;15;205
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png;forest;269;Dustox;Bug / Poison;60;50;70;50;90;65;385
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png;swamp;270;Lotad;Water / Grass;40;30;30;40;50;30;220
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png;swamp;271;Lombre;Water / Grass;60;50;50;60;70;50;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png;Sem Spawn;272;Ludicolo;Water / Grass;80;70;70;90;100;70;480
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png;roofed;273;Seedot;Grass;40;40;50;30;30;30;220
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png;roofed;274;Nuzleaf;Grass / Dark;70;70;40;60;40;60;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png;Sem Spawn;275;Shiftry;Grass / Dark;90;100;60;90;60;80;480
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png;ocean;276;Taillow;Normal / Flying;40;55;30;30;30;85;270
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png;ocean;277;Swellow;Normal / Flying;60;85;60;75;50;125;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png;Sem Spawn;278;Wingull;Water / Flying;40;30;30;55;30;85;270
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png;Sem Spawn;279;Pelipper;Water / Flying;60;50;100;95;70;65;440
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png;cherry_grove;280;Ralts;Psychic / Fairy;28;25;25;45;35;40;198
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png;cherry_grove;281;Kirlia;Psychic / Fairy;38;35;35;65;55;50;278
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png;Sem Spawn;282;Gardevoir;Psychic / Fairy;68;65;65;125;115;80;518
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png;Sem Spawn;283;Surskit;Bug / Water;40;30;32;50;52;65;269
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png;Sem Spawn;284;Masquerain;Bug / Flying;70;60;62;100;82;80;454
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png;jungle;285;Shroomish;Grass;60;40;60;40;60;35;295
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png;forest;286;Breloom;Grass / Fighting;60;130;80;60;60;70;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png;Sem Spawn;287;Slakoth;Normal;60;60;60;35;35;30;280
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png;Sem Spawn;288;Vigoroth;Normal;80;80;80;55;55;90;440
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png;Sem Spawn;289;Slaking;Normal;150;160;100;95;65;100;670
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png;Sem Spawn;290;Nincada;Bug / Terrestre;31;45;90;30;30;40;266
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png;Sem Spawn;291;Ninjask;Bug / Flying;61;90;45;50;50;160;456
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png;Sem Spawn;292;Shedinja;Bug / Ghost;1;90;45;30;30;40;236
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png;Sem Spawn;293;Whismur;Normal;64;51;23;51;23;28;240
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png;Sem Spawn;294;Loudred;Normal;84;71;43;71;43;48;360
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png;Sem Spawn;295;Exploud;Normal;104;91;63;91;73;68;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png;Sem Spawn;296;Makuhita;Fighting;72;60;30;20;30;25;237
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png;Sem Spawn;297;Hariyama;Fighting;144;120;60;40;60;50;474
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png;river;298;Azurill;Normal / Fairy;50;20;40;20;40;20;190
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png;Sem Spawn;299;Nosepass;Rock;30;45;135;45;90;30;375
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png;Sem Spawn;300;Skitty;Normal;50;45;45;35;35;50;260
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png;Sem Spawn;301;Delcatty;Normal;70;65;65;55;55;90;400
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png;monster;302;Sableye;Dark / Ghost;50;75;75;65;65;50;380
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png;monster;303;Mawile;Steel / Fairy;50;85;85;55;55;50;380
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png;monster;304;Aron;Steel / Rock;50;70;100;40;40;30;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png;Sem Spawn;305;Lairon;Steel / Rock;60;90;140;50;50;40;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png;Sem Spawn;306;Aggron;Steel / Rock;70;110;180;60;60;50;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png;extreme_hills;307;Meditite;Fighting / Psychic;30;40;55;40;55;60;280
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png;extreme_hills;308;Medicham;Fighting / Psychic;60;60;75;60;75;80;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png;plains;309;Electrike;Electric;40;45;40;65;40;65;295
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png;Sem Spawn;310;Manectric;Electric;70;75;60;105;60;105;475
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png;Sem Spawn;311;Plusle;Electric;60;50;40;85;75;95;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png;Sem Spawn;312;Minun;Electric;60;40;50;75;85;95;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png;Sem Spawn;313;Volbeat;Bug;65;73;75;47;85;85;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png;Sem Spawn;314;Illumise;Bug;65;47;75;73;85;85;430
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png;Sem Spawn;315;Roselia;Grass / Poison;50;60;45;100;80;65;400
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png;Sem Spawn;316;Gulpin;Poison;70;43;53;43;53;40;302
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png;Sem Spawn;317;Swalot;Poison;100;73;83;73;83;55;467
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png;Sem Spawn;318;Carvanha;Water / Dark;45;90;20;65;20;65;305
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png;Sem Spawn;319;Sharpedo;Water / Dark;70;120;40;95;40;95;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png;Sem Spawn;320;Wailmer;Water;130;70;35;70;35;60;400
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png;Sem Spawn;321;Wailord;Water;170;90;45;90;45;60;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png;Sem Spawn;322;Numel;Fire / Terrestre;60;60;40;65;45;35;305
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png;Sem Spawn;323;Camerupt;Fire / Terrestre;70;100;70;105;75;40;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png;Sem Spawn;324;Torkoal;Fire;70;85;140;85;70;20;470
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png;Sem Spawn;325;Spoink;Psychic;60;25;35;70;80;60;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png;Sem Spawn;326;Grumpig;Psychic;80;45;65;90;110;80;470
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png;Sem Spawn;327;Spinda;Normal;60;60;60;60;60;60;360
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png;mesa;328;Trapinch;Terrestre;45;100;45;45;45;10;290
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png;mesa;329;Vibrava;Terrestre / Dragon;50;70;50;50;50;70;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png;Sem Spawn;330;Flygon;Terrestre / Dragon;80;100;80;80;80;100;520
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png;Sem Spawn;331;Cacnea;Grass;50;85;40;85;40;35;335
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png;Sem Spawn;332;Cacturne;Grass / Dark;70;115;60;115;60;55;475
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png;ocean;333;Swablu;Normal / Flying;45;40;60;40;75;50;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png;Sem Spawn;334;Altaria;Dragon / Flying;75;70;90;70;105;80;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png;Sem Spawn;335;Zangoose;Normal;73;115;60;60;60;90;458
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png;Sem Spawn;336;Seviper;Poison;73;100;60;100;60;65;458
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png;Sem Spawn;337;Lunatone;Rock / Psychic;90;55;65;95;85;70;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png;Sem Spawn;338;Solrock;Rock / Psychic;90;95;85;55;65;70;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png;Sem Spawn;339;Barboach;Water / Terrestre;50;48;43;46;41;60;288
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png;Sem Spawn;340;Whiscash;Water / Terrestre;110;78;73;76;71;60;468
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png;Sem Spawn;341;Corphish;Water;43;80;65;50;35;35;308
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png;Sem Spawn;342;Crawdaunt;Water / Dark;63;120;85;90;55;55;468
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png;Sem Spawn;343;Baltoy;Terrestre / Psychic;40;40;55;40;70;55;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png;Sem Spawn;344;Claydol;Terrestre / Psychic;60;70;105;70;120;75;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png;Sem Spawn;345;Lileep;Rock / Grass;66;41;77;61;87;23;355
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png;Sem Spawn;346;Cradily;Rock / Grass;86;81;97;81;107;43;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png;Sem Spawn;347;Anorith;Rock / Bug;45;95;50;40;50;75;355
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png;Sem Spawn;348;Armaldo;Rock / Bug;75;125;100;70;80;45;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png;ocean;349;Feebas;Water;20;15;20;10;55;80;200
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png;Sem Spawn;350;Milotic;Water;95;60;79;100;125;81;540
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png;Sem Spawn;351;Castform;Normal;70;70;70;70;70;70;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png;Sem Spawn;352;Kecleon;Normal;60;90;70;60;120;40;440
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png;monster;353;Shuppet;Ghost;44;75;35;63;33;45;295
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png;monster;354;Banette;Ghost;64;115;65;83;63;65;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png;Sem Spawn;355;Duskull;Ghost;20;40;90;30;90;25;295
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png;Sem Spawn;356;Dusclops;Ghost;40;70;130;60;130;25;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png;Sem Spawn;357;Tropius;Grass / Flying;99;68;83;72;87;51;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png;Sem Spawn;358;Chimecho;Psychic;75;50;80;95;90;65;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png;plains;359;Absol;Dark;65;130;60;75;60;75;465
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png;Sem Spawn;360;Wynaut;Psychic;95;23;48;23;48;23;260
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png;Sem Spawn;361;Snorunt;Ice;50;50;50;50;50;50;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png;Sem Spawn;362;Glalie;Ice;80;80;80;80;80;80;480
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png;Sem Spawn;363;Spheal;Water / Ice;70;40;50;55;50;25;290
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png;Sem Spawn;364;Sealeo;Water / Ice;90;60;70;75;70;45;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png;Sem Spawn;365;Walrein;Water / Ice;110;80;90;95;90;65;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png;Sem Spawn;366;Clamperl;Water;35;64;85;74;55;32;345
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png;Sem Spawn;367;Huntail;Water;55;104;105;94;75;52;485
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png;Sem Spawn;368;Gorebyss;Water;55;84;105;114;75;52;485
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png;Sem Spawn;369;Relicanth;Water / Rock;100;90;130;45;65;55;485
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png;Sem Spawn;370;Luvdisc;Water;43;30;55;40;65;97;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png;mesa;371;Bagon;Dragon;45;75;60;40;30;50;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png;monster;372;Shelgon;Dragon;65;95;100;60;50;50;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png;Sem Spawn;373;Salamence;Dragon / Flying;95;135;80;110;80;100;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png;the_end;374;Beldum;Steel / Psychic;40;55;80;35;60;30;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png;Sem Spawn;375;Metang;Steel / Psychic;60;75;100;55;80;50;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png;Sem Spawn;376;Metagross;Steel / Psychic;80;135;130;95;90;70;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png;Sem Spawn;377;Regirock;Rock;80;100;200;50;100;50;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png;Sem Spawn;378;Regice;Ice;80;50;100;100;200;50;580
