ï»¿sprite,nÂº,spawn_biome,dex_number,name,type
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,p192,nÃ£o spawna,192.0, Sunflora , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,p193,nÃ£o spawna,193.0, Yanma , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,p194,nÃ£o spawna,194.0, Wooper , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,p195,nÃ£o spawna,195.0, Quagsire , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,p196,nÃ£o spawna,196.0, Espeon , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,p197,nÃ£o spawna,197.0, Umbreon , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,p198,nÃ£o spawna,198.0, Murkrow , Sombrio / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,p199,nÃ£o spawna,199.0, Slowking , Ãgua / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,p200,em toda parte  a noite,200.0, Misdreavus , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,p201,nÃ£o spawna,201.0, Unown , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,p202,nÃ£o spawna,202.0, Wobbuffet , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,p203,forest,203.0, Girafarig , Normal / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,p204,nÃ£o spawna,204.0, Pineco , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,p205,nÃ£o spawna,205.0, Forretress , Inseto / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,p206,nÃ£o spawna,206.0, Dunsparce , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,p207,nÃ£o spawna,207.0, Gligar , Terrestre / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,p208,nÃ£o spawna,208.0, Steelix , AÃ§o / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,p209,nÃ£o spawna,209.0, Snubbull , Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,p210,nÃ£o spawna,210.0, Granbull , Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,p211,nÃ£o spawna,211.0, Qwilfish , Ãgua / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,p212,nÃ£o spawna,212.0, Scizor , Inseto / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,p213,nÃ£o spawna,213.0, Shuckle , Inseto / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,p214,forest,214.0, Heracross , Inseto / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,p215,nÃ£o spawna,215.0, Sneasel , Sombrio / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,p216,nÃ£o spawna,216.0, Teddiursa , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,p217,nÃ£o spawna,217.0, Ursaring , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,p218,nÃ£o spawna,218.0, Slugma , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,p219,nÃ£o spawna,219.0, Magcargo , Fogo / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,p220,nÃ£o spawna,220.0, Swinub , Gelo / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,p221,nÃ£o spawna,221.0, Piloswine , Gelo / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,p222,nÃ£o spawna,222.0, Corsola , Ãgua / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,p223,nÃ£o spawna,223.0, Remoraid , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,p224,nÃ£o spawna,224.0, Octillery , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,p225,ice_plains,225.0, Delibird , Gelo / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,p226,nÃ£o spawna,226.0, Mantine , Ãgua / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,p227,nÃ£o spawna,227.0, Skarmory , AÃ§o / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,p228,nÃ£o spawna,228.0, Houndour , Sombrio / Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,p229,nÃ£o spawna,229.0, Houndoom , Sombrio / Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,p230,nÃ£o spawna,230.0, Kingdra , Ãgua / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,p231,nÃ£o spawna,231.0, Phanpy , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,p232,nÃ£o spawna,232.0, Donphan , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,p233,nÃ£o spawna,233.0, Porygon2 , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,p234,nÃ£o spawna,234.0, Stantler , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,p235,nÃ£o spawna,235.0, Smeargle , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,p236,savanna,236.0, Tyrogue , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,p237,savanna,237.0, Hitmontop , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,p238,cherry_grove,238.0, Smoochum , Gelo / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,p239,nÃ£o spawna,239.0, Elekid , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,p240,mesa+desert,240.0, Magby , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,p241,plains,241.0, Miltank , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,p242,nÃ£o spawna,242.0, Blissey , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,p243,nÃ£o spawna,243.0, Raikou , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,p244,nÃ£o spawna,244.0, Entei , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,p245,nÃ£o spawna,245.0, Suicune , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,p246,monster,246.0, Larvitar , Pedra / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,p247,nÃ£o spawna,247.0, Pupitar , Pedra / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,p248,nÃ£o spawna,248.0, Tyranitar , Pedra / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,p249,nÃ£o spawna,249.0, Lugia , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,p250,nÃ£o spawna,250.0, Ho-oh , Fogo / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,p251,nÃ£o spawna,251.0, Celebi , PsÃ­quico / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,p252,forest,252.0, Treecko , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,p253,forest,253.0, Grovyle , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,p254,forest,254.0, Sceptile , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,p255,mesa,255.0, Torchic , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,p256,nÃ£o spawna,256.0, Combusken , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,p257,nÃ£o spawna,257.0, Blaziken , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,p258,swamp,258.0, Mudkip , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,p259,nÃ£o spawna,259.0, Marshtomp , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,p260,nÃ£o spawna,260.0, Swampert , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,p261,em toda parte  a noite,261.0, Poochyena , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,p262,em toda parte  a noite,262.0, Mightyena , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,p263,em toda parte  a noite,263.0, Zigzagoon , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,p264,em toda parte  a noite,264.0, Linoone , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,p265,forest,265.0, Wurmple , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,p266,forest,266.0, Silcoon , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,p267,forest,267.0, Beautifly , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,p268,forest,268.0, Cascoon , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,p269,forest,269.0, Dustox , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,p270,swamp+river,270.0, Lotad , Ãgua / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,p271,swamp+river,271.0, Lombre , Ãgua / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,p272,nÃ£o spawna,272.0, Ludicolo , Ãgua / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,p273,roofed+forest,273.0, Seedot , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,p274,roofed+forest,274.0, Nuzleaf , Grama / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,p275,nÃ£o spawna,275.0, Shiftry , Grama / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,p276,plains,276.0, Taillow , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,p277,plains,277.0, Swellow , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,p278,nÃ£o spawna,278.0, Wingull , Ãgua / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,p279,nÃ£o spawna,279.0, Pelipper , Ãgua / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,p280,cherry_grove,280.0, Ralts , PsÃ­quico / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,p281,cherry_grove,281.0, Kirlia , PsÃ­quico / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,p282,nÃ£o spawna,282.0, Gardevoir , PsÃ­quico / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,p283,nÃ£o spawna,283.0, Surskit , Inseto / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,p284,nÃ£o spawna,284.0, Masquerain , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,p285,forest,285.0, Shroomish , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,p286,forest,286.0, Breloom , Grama / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,p287,nÃ£o spawna,287.0, Slakoth , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,p288,nÃ£o spawna,288.0, Vigoroth , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,p289,nÃ£o spawna,289.0, Slaking , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,p290,nÃ£o spawna,290.0, Nincada , Inseto / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,p291,nÃ£o spawna,291.0, Ninjask , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,p292,nÃ£o spawna,292.0, Shedinja , Inseto / Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,p293,nÃ£o spawna,293.0, Whismur , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,p294,nÃ£o spawna,294.0, Loudred , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,p295,nÃ£o spawna,295.0, Exploud , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,p296,nÃ£o spawna,296.0, Makuhita , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,p297,nÃ£o spawna,297.0, Hariyama , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,p298,river,298.0, Azurill , Normal / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,p299,nÃ£o spawna,299.0, Nosepass , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,p300,nÃ£o spawna,300.0, Skitty , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,p301,nÃ£o spawna,301.0, Delcatty , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,p302,nÃ£o spawna,302.0, Sableye , Sombrio / Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,p303,nÃ£o spawna,303.0, Mawile , AÃ§o / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,p304,caves,304.0, Aron , AÃ§o / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,p305,nÃ£o spawna,305.0, Lairon , AÃ§o / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,p306,nÃ£o spawna,306.0, Aggron , AÃ§o / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,p307,extreme_hills,307.0, Meditite , Lutador / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,p308,extreme_hills,308.0, Medicham , Lutador / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,p309,nÃ£o spawna,309.0, Electrike , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,p310,nÃ£o spawna,310.0, Manectric , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,p311,nÃ£o spawna,311.0, Plusle , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,p312,nÃ£o spawna,312.0, Minun , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,p313,nÃ£o spawna,313.0, Volbeat , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,p314,nÃ£o spawna,314.0, Illumise , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,p315,nÃ£o spawna,315.0, Roselia , Grama / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,p316,nÃ£o spawna,316.0, Gulpin , Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,p317,nÃ£o spawna,317.0, Swalot , Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,p318,nÃ£o spawna,318.0, Carvanha , Ãgua / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,p319,nÃ£o spawna,319.0, Sharpedo , Ãgua / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,p320,nÃ£o spawna,320.0, Wailmer , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,p321,nÃ£o spawna,321.0, Wailord , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,p322,nÃ£o spawna,322.0, Numel , Fogo / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,p323,nÃ£o spawna,323.0, Camerupt , Fogo / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,p324,nÃ£o spawna,324.0, Torkoal , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,p325,nÃ£o spawna,325.0, Spoink , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,p326,nÃ£o spawna,326.0, Grumpig , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,p327,nÃ£o spawna,327.0, Spinda , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,p328,mesa,328.0, Trapinch , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,p329,mesa,329.0, Vibrava , Terrestre / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,p330,nÃ£o spawna,330.0, Flygon , Terrestre / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,p331,nÃ£o spawna,331.0, Cacnea , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,p332,nÃ£o spawna,332.0, Cacturne , Grama / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,p333,nÃ£o spawna,333.0, Swablu , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,p334,nÃ£o spawna,334.0, Altaria , DragÃ£o / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,p335,nÃ£o spawna,335.0, Zangoose , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,p336,nÃ£o spawna,336.0, Seviper , Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,p337,nÃ£o spawna,337.0, Lunatone , Pedra / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,p338,nÃ£o spawna,338.0, Solrock , Pedra / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,p339,nÃ£o spawna,339.0, Barboach , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,p340,nÃ£o spawna,340.0, Whiscash , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,p341,nÃ£o spawna,341.0, Corphish , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,p342,nÃ£o spawna,342.0, Crawdaunt , Ãgua / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,p343,nÃ£o spawna,343.0, Baltoy , Terrestre / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,p344,nÃ£o spawna,344.0, Claydol , Terrestre / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,p345,nÃ£o spawna,345.0, Lileep , Pedra / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,p346,nÃ£o spawna,346.0, Cradily , Pedra / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,p347,nÃ£o spawna,347.0, Anorith , Pedra / Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,p348,nÃ£o spawna,348.0, Armaldo , Pedra / Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,p349,ocean,349.0, Feebas , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,p350,nÃ£o spawna,350.0, Milotic , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,p351,nÃ£o spawna,351.0, Castform , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,p352,nÃ£o spawna,352.0, Kecleon , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,p353,em toda parte  a noite,353.0, Shuppet , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,p354,em toda parte  a noite,354.0, Banette , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,p355,nÃ£o spawna,355.0, Duskull , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,p356,nÃ£o spawna,356.0, Dusclops , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,p357,nÃ£o spawna,357.0, Tropius , Grama / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,p358,nÃ£o spawna,358.0, Chimecho , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,p359,montain,359.0, Absol , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,p360,nÃ£o spawna,360.0, Wynaut , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,p361,nÃ£o spawna,361.0, Snorunt , Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,p362,nÃ£o spawna,362.0, Glalie , Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,p363,nÃ£o spawna,363.0, Spheal , Ãgua / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,p364,nÃ£o spawna,364.0, Sealeo , Ãgua / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,p365,nÃ£o spawna,365.0, Walrein , Ãgua / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,p366,nÃ£o spawna,366.0, Clamperl , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,p367,nÃ£o spawna,367.0, Huntail , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,p368,nÃ£o spawna,368.0, Gorebyss , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,p369,nÃ£o spawna,369.0, Relicanth , Ãgua / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,p370,nÃ£o spawna,370.0, Luvdisc , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,p371,montain,371.0, Bagon , DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,p372,nÃ£o spawna,372.0, Shelgon , DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,p373,nÃ£o spawna,373.0, Salamence , DragÃ£o / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,p374,montain,374.0, Beldum , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,p375,nÃ£o spawna,375.0, Metang , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,p376,nÃ£o spawna,376.0, Metagross , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,p377,nÃ£o spawna,377.0, Regirock , Pedra
